ID,life_expectancy,bmi,hiv,gdp,thinness_till19,inf_death,school,lifestyle,pop_size
2560,66.4,35.3,0.3,76.914128,3.8,10,10.8,11.296,2
2561,66.1,34.7,0.3,52.35956,3.8,10,10.9,12.145,3
2562,65.9,34.1,0.3,44.2872665,3.8,10,10.7,12.958,1
2563,65.5,33.5,0.3,337.359236,3.8,10,10.6,12.395,3
2564,65.9,33,0.3,39.281834,3.9,11,10.5,12.54,3
2565,65.2,32.5,0.3,236.314438,4,11,10.1,11.7,3
2566,64.3,32.1,0.3,189.3878519,4,12,9.8,19.26,3
2567,64,31.6,0.3,17.8159721,4.1,13,9.7,27.176,3
2568,63.7,31.3,0.3,138.436633,4.2,14,9.6,11.581,2
2569,74.9,33.6,0.1,5814.863134,7.7,8,13.6,137.088,2
2570,74.6,32.4,0.1,5941.8471,7.8,8,13.6,207.684,3
2571,74.5,31.3,0.1,6171.262444,7.9,9,13.6,203.45,3
2572,74.3,3.1,0.1,5859.915622,8,9,13.7,20.336,3
2573,74.1,29,0.2,5491.159981,8.1,10,13.3,176.03,2
2574,73.9,27.9,0.2,575.32176,8.2,10,13.1,166.005,2
2575,73.7,26.8,0.3,4212.5492,8.3,11,13,157.584,3
2576,73.5,25.7,0.3,4378.68746,8.5,11,12.9,152.144,3
2577,73.3,24.6,0.4,3972.26475,8.6,12,12.3,152.52,3
2578,73,23.6,0.5,3368.952576,8.7,13,12.4,145.848,3
2579,72.5,22.6,0.5,2893.651356,8.9,13,12,141.476,3
2580,71.6,21.7,0.5,2659.83918,9,14,11.9,133.889,2
2581,71.7,2.9,0.6,2358.93629,9.1,15,11.8,17.806,3
2582,71.4,2.2,0.7,296.54617,9.2,16,11.5,13.046,3
2583,71.2,19.4,0.8,1893.145377,9.3,17,11.2,114.848,3
2584,71.1,18.7,0.8,27.564826,9.4,18,10.9,109.956,3
2601,68.3,17.4,0.1,1161.76935,1.9,2,12.5,70.992,1
2602,68,17,0.1,1153.51578,1.9,2,12.5,0.17,2
2603,67.7,16.6,0.1,117.765674,11.1,2,12.5,0.166,2
2604,67.4,16.2,0.1,1117.77724,11.2,2,12.5,0.162,1
2605,67.2,15.8,0.1,114.56179,11.3,2,12.5,7.9,2
2606,66.9,15.5,0.1,849.8626972,11.5,2,12.4,1.55,1
2607,66.6,15.1,0.1,757.3114436,11.6,2,12.1,1.359,1
2608,66.2,14.7,0.1,643.71911,11.7,2,11.7,0.882,1
2609,65.8,14.2,0.1,524.8959363,11.8,2,11.3,0.71,1
2610,64.9,13.9,0.1,441.53226,11.9,2,11,0.556,1
2611,63.7,13.5,0.1,478.331859,12,3,10.6,4.86,1
2612,62.3,13.2,0.1,467.5438297,12,3,10.2,5.016,2
2613,61,12.9,0.1,471.4565823,12.1,3,9.8,5.676,1
2614,62,12.6,0.1,48.61552,12.1,3,9.8,6.048,2
2617,59.9,24.3,1,551.138346,6.5,13,12,99.144,2
2618,59.7,23.7,1,62.1318489,6.6,13,12,0.237,3
2619,59.4,23.1,1.5,579.43485,6.8,14,12,0.231,2
2620,58.9,22.6,1.7,563.6894247,7,14,12,0.226,3
2621,58.3,22,2.6,562.3393592,7.1,14,11.5,31.68,3
2622,57.4,21.4,3.8,487.9238913,7.3,14,11,25.894,2
2623,56.7,2.9,4.3,499.6468713,7.5,14,10.6,3.596,2
2624,56.2,2.4,4.8,513.391914,7.7,14,10.1,3.192,3
2625,55.9,19.8,5.1,42.764743,7.9,14,10.6,27.126,3
2626,55.7,19.3,5,377.33629,8.1,15,10.2,26.441,3
2627,55,18.9,5,372.1721837,8.4,15,10.1,21.546,3
2628,54.9,18.4,5.1,349.9937253,8.6,15,10,18.584,3
2629,54.7,17.9,5.2,31.437144,8.8,15,9.9,18.258,2
2630,54.7,17.5,5.3,28.832123,9,15,9.7,17.5,3
2631,54.6,17.1,5.3,26.6394652,9.2,14,9.4,16.245,2
2632,54.6,16.6,5.1,26.3932935,9.4,14,9.3,18.26,2
2633,73.5,75.2,0.1,493.775387,0.1,0,14.3,306.816,1
2634,73.3,74.8,0.1,4192.349758,0.1,0,14.3,0.748,1
2635,73.2,74.3,0.1,4266.557174,0.1,0,14.3,0.743,1
2636,73,73.8,0.1,451.542462,0.1,0,14.4,0.738,1
2637,72.9,73.3,0.1,445.18866,0.1,0,14.4,70.368,1
2638,72.8,72.7,0.1,3547.59975,0.1,0,14.4,90.148,1
2639,72.5,72.1,0.1,37.846563,0.1,0,14.5,77.868,1
2640,72.6,71.5,0.1,3392.64743,0.1,0,14.5,78.65,1
2641,72.5,7.8,0.1,2932.315883,0.1,0,14.5,15.99,1
2642,72.4,7.1,0.1,2892.522663,0.1,0,14.6,12.709,1
2643,72.3,69.4,0.1,2594.74999,0.1,0,14.6,108.958,1
2644,72.2,68.6,0.1,2284.37858,0.1,0,14.6,123.48,1
2645,72,67.8,0.1,229.714718,0.1,0,13.7,121.362,1
2646,71.9,67,0.1,1842.44421,0.1,0,13.5,101.17,1
2647,71.8,66.2,0.1,1837.977391,0.1,0,13.2,89.37,1
2648,71.6,65.5,0.1,263.27236,0.1,0,13.7,81.22,1
2649,71.2,47.1,0.3,17321.83373,5.7,0,12.7,192.168,1
2650,71.1,46,0.3,19325.24283,5.8,0,12.7,319.24,2
2651,71,45,0.3,1967.83283,5.8,0,12.7,301.95,2
2652,78,44,0.4,19152.531,5.9,0,12.6,294.8,2
2653,76,43,0.4,1953.9767,5.9,0,12.6,279.5,2
2654,74,42,0.4,16683.94578,5.9,0,12.5,273,1
2655,71,41.1,0.2,1458.8796,6,0,12.5,261.807,2
2656,69.9,4.2,0.3,21188.11857,6.1,0,12.4,26.922,2
2657,69.7,39.3,0.7,1653.1844,6.1,0,12.4,250.341,1
2658,69.6,38.4,0.6,1495.96337,6.2,0,12.3,243.84,1
2659,69.5,37.6,0.5,12323.1275,6.3,0,12.3,230.112,2
2660,69.4,36.8,1,129.51914,6.3,0,12.2,214.176,1
2661,69.3,36,0.5,884.518666,6.4,0,12,199.08,1
2662,69.2,35.2,2,749.626612,6.5,0,11.9,180.224,2
2663,69.1,34.4,1.2,6935.721451,6.6,0,11.8,156.52,1
2664,69.1,33.6,0.9,643.947262,6.7,0,11.7,157.248,2
2665,75.3,61.2,0.1,3828.91589,6.5,3,14.6,249.696,3
2666,75.1,6.2,0.1,4271.68172,6.5,3,14.7,8.618,2
2667,74.9,59.3,0.1,4199.47253,6.4,3,14.7,76.497,2
2668,74.9,58.3,0.1,4137.55421,6.4,3,14.6,75.79,2
2669,74.8,57.4,0.1,4256.91279,6.4,3,14.5,74.046,2
2670,74.8,56.5,0.1,414.15177,6.3,3,14.4,72.32,2
2671,74.7,55.6,0.1,4129.977335,6.3,3,14.4,77.84,2
2672,74.7,54.7,0.1,431.9326,6.3,3,14.3,74.939,1
2673,74.6,53.9,0.1,3778.184171,6.3,3,14.3,66.836,1
2674,74.4,53.1,0.1,3371.71231,6.3,3,14.2,77.526,2
2675,74.2,52.2,0.1,3194.562243,6.4,3,13.9,71.514,1
2676,74,51.4,0.1,3112.83529,6.4,3,13.6,69.904,1
2677,73.7,5.6,0.1,2761.969249,6.4,4,13.5,7.504,3
2678,73.5,49.7,0.1,2346.5937,6.5,4,13.3,58.149,3
2679,73.2,48.9,0.1,2254.933126,6.5,4,13.1,58.191,2
2680,72.9,48.1,0.1,2213.91488,6.6,4,12.8,58.201,3
2681,75.8,66.1,0.1,1979.52569,4.9,15,14.5,269.688,3
2682,75.5,65.3,0.1,12127.22522,4.9,16,14.5,94.685,2
2683,75.2,64.5,0.1,12542.93565,4.9,17,14.4,90.945,3
2684,74.8,63.7,0.1,1172.3843,4.9,19,14.3,98.098,3
2685,74.5,62.8,0.1,11341.13395,4.9,20,13.8,96.084,3
2686,74.2,61.9,0.1,1672.5693,4.9,21,13,92.231,3
2687,73.9,61.1,0.1,936.499911,4.9,23,12.5,85.54,3
2688,73.5,6.2,0.1,185.68975,5,25,12.5,8.618,1
2689,73.2,59.3,0.1,979.49246,5,26,12.3,74.718,3
2690,72.8,58.5,0.1,834.869161,5,28,11.9,75.465,3
2691,72.4,57.6,0.1,7384.354661,5,30,11.9,74.304,2
2692,72,56.8,0.1,64.72953,5.1,33,12,76.68,2
2693,71.6,55.9,0.1,4718.51291,5.1,35,11.9,79.378,2
2694,71.2,55.1,0.1,366.57,5.2,38,11.5,80.997,3
2695,78,54.3,0.1,3119.63716,5.2,41,11.1,80.907,3
2696,74,53.5,0.1,4316.553895,5.3,44,10.7,82.39,3
2697,66.3,48.6,0.1,6432.668768,3.3,6,10.8,198.288,3
2698,66,47.7,0.1,7962.365824,3.3,7,10.8,138.33,3
2699,65.4,46.7,0.1,734.42525,3.2,7,10.7,136.831,3
2700,65.6,45.9,0.1,6675.262954,3.2,7,10.7,126.225,3
2701,65.6,45,0.1,5649.978486,3.2,7,10.6,114.75,2
2702,65.8,44.2,0.1,4439.23,3.2,7,10.6,109.616,1
2703,65.6,43.4,0.1,436.459223,3.2,6,10.5,101.99,1
2704,64.5,42.7,0.1,394.467675,3.2,6,10.5,102.48,3
2705,64.1,42,0.1,26.371428,3.3,6,10.4,108.36,2
2706,63.7,41.3,0.1,2136.66815,3.3,6,10.4,111.923,1
2707,63.3,4.7,0.1,174.51475,3.4,6,10.3,13.395,3
2708,63.5,4,0.1,1453.917166,3.4,6,10.3,11.44,2
2709,63.4,39.4,0.1,1283.885977,3.5,7,10.3,113.472,3
2710,63.3,38.7,0.1,967.917468,3.5,7,10.2,90.171,1
2711,64,38.1,0.1,774.4763388,3.6,7,10.2,89.535,1
2714,62.3,18.5,3.1,693.8963829,5.6,66,10,75.48,1
2715,61.5,18.1,3.2,719.172669,5.7,68,10,0.181,3
2716,67,17.6,4,662.492293,5.7,71,10,0.176,3
2717,60,17.2,4.6,647.74741,5.8,73,10,0.172,2
2718,59.3,16.7,6.8,584.3962137,5.9,76,10.7,170.674,2
2719,58.4,16.3,8,594.9972557,6,79,10.9,163.489,3
2720,57.5,15.9,8.1,647.17732,6.1,82,10.8,153.117,3
2721,56.3,15.6,8.2,449.6928183,6.2,84,10.6,152.724,3
2722,55.5,15.2,8.4,41.858631,6.3,88,10.3,146.68,1
2723,54.9,14.8,8.6,336.4593923,6.4,93,10.6,145.188,2
2724,53.2,14.5,8.7,315.788227,6.5,99,10.9,146.305,2
2725,51.3,14.2,8.9,288.236949,6.6,104,11.6,140.438,3
2726,51,13.9,9.4,237.9995917,6.7,109,11.5,141.224,2
2727,48.8,13.6,10,24.2423229,6.8,112,11,141.712,2
2728,47.7,13.3,10.8,234.984775,6.9,115,10.8,140.581,3
2729,46.6,13,11.6,257.63369,7,116,9.8,136.11,2
2730,71.3,61.3,0.2,2124.662666,2.3,4,15.3,250.104,3
2731,78,6.7,0.2,314.658296,2.3,4,15.2,54.002,3
2732,71,6.1,0.2,429.71554,2.3,4,15.2,51.484,2
2733,77,59.6,0.2,3855.42128,2.4,5,15.1,503.024,2
2734,75,59,0.2,3569.75727,2.4,5,14.9,500.32,1
2735,69.8,58.5,0.2,2965.142365,2.4,5,14.9,490.815,1
2736,69.2,58,0.3,2545.48341,2.5,5,14.9,505.18,1
2737,67.7,57.6,0.4,3891.37823,2.5,5,14.9,544.896,2
2738,67.5,57.2,0.7,368.68998,2.5,5,14.8,506.792,2
2739,67.7,56.8,0.8,233.18831,2.6,5,14.7,453.832,3
2740,67,56.4,0.9,1828.717626,2.7,5,14.5,412.284,2
2741,67.4,56.1,1,1367.352433,2.7,5,14.6,380.919,2
2742,67.6,55.7,0.9,148.522488,2.8,6,14.3,329.744,3
2743,67.6,55.4,0.9,879.475486,2.9,6,13.9,270.906,1
2744,67.7,55.1,0.8,78.738243,2.9,6,13.2,237.481,3
2745,67.5,54.8,0.7,635.789635,3,6,13.3,246.052,3
2810,77,64,0.1,15524.84247,1.5,0,15.5,261.12,2
2811,76.8,63.4,0.1,16737.89827,1.5,0,15.5,382.302,2
2812,76.8,62.9,0.1,16881.2568,1.5,0,15.5,366.078,1
2813,76.5,62.3,0.1,1592.6819,1.5,0,15.5,359.471,2
2814,77,61.8,0.1,14166.4998,1.5,0,15.5,368.946,2
2815,76.3,61.2,0.1,11938.212,1.5,0,15.6,380.052,2
2816,76.6,6.7,0.1,9415.17386,1.5,0,15.5,44.689,2
2817,76.4,6.1,0.1,962.312164,1.6,1,15.7,41.236,1
2818,75.4,59.5,0.1,79.69746,1.6,1,15.3,396.865,2
2819,76.2,58.9,0.1,5877.87678,1.6,1,15.2,387.562,1
2820,75.7,58.3,0.1,522.951116,1.6,1,15.5,370.205,2
2821,75.4,57.7,0.1,4117.38853,1.7,1,15.5,326.582,1
2822,75.4,57,0.1,3622.52284,1.7,1,15,291.27,2
2823,75.4,56.3,0.1,488.768855,1.7,1,14.7,329.918,2
2824,75.2,55.7,0.1,6281.37747,1.8,1,14.2,360.936,1
2825,75.1,55,0.1,6871.897677,1.8,1,14,365.75,2
2826,69.4,44.7,0.1,2137.576852,3,15,12.1,182.376,1
2827,69.2,43.9,0.1,25.448414,3,16,12.1,0.439,1
2828,69.1,43,0.1,197.551233,3,17,12,0.43,1
2829,68.8,42.2,0.1,174.468298,3,18,12,0.422,1
2830,68.5,41.4,0.1,1564.966945,3,19,12,117.162,1
2831,68.3,4.7,0.2,1377.8214,3,20,11.9,12.831,1
2832,68,4,0.2,1213.265328,3.1,21,11.8,10.24,1
2833,67.9,39.3,0.3,182.28625,3.1,22,11.9,92.748,1
2834,67.8,38.7,0.3,83.476942,3.1,22,11.8,83.205,1
2835,67.6,38.1,0.4,654.2838373,3.2,23,11.8,74.676,2
2836,67.3,37.5,0.3,546.776852,3.2,24,11.7,66.75,1
2837,67.8,37,0.3,465.1198869,3.2,24,11.6,58.83,2
2838,67.2,36.4,0.3,396.129969,3.3,25,11.3,56.056,2
2839,67.1,35.9,0.2,383.3494997,3.3,27,11,52.773,2
2840,67.4,35.3,0.2,456.734892,3.4,28,10.7,54.009,2
2841,67.1,34.8,0.1,558.221144,3.4,30,10.6,55.68,1
2842,72,53.3,0.1,285.83414,1.5,0,10.8,217.464,1
2843,71.7,52.5,0.1,3148.36513,1.5,0,10.8,0.525,1
2844,71.6,51.7,0.1,3167.34356,1.5,0,10.8,0.517,1
2845,71.4,5.8,0.1,3158.58688,1.5,0,10.8,0.058,1
2846,71.2,49.9,0.1,3275.91684,1.5,0,10.8,42.415,1
2847,71,49.1,0.1,2965.82434,1.5,0,10.8,44.681,1
2848,78,48.2,0.1,2643.441423,1.5,0,10.7,40.006,1
2849,75,47.4,0.1,2697.961375,1.5,0,10.7,55.932,1
2850,73,46.6,0.1,2393.367265,1.6,0,10.7,47.066,1
2851,71,45.7,0.1,247.97823,1.6,0,10.6,45.7,1
2852,69.9,44.9,0.1,1886.433359,1.6,0,10.6,39.512,1
2853,69.6,44.1,0.1,1787.94723,1.6,0,10.7,37.485,1
2854,69.4,43.3,0.1,158.52724,1.6,0,10.4,51.96,1
2855,69.3,42.6,0.1,1353.934819,1.7,0,10.2,52.824,1
2856,69.1,41.9,0.1,1362.61731,1.7,0,10.1,38.129,1
2857,69,41.1,0.1,1469.849149,1.7,0,9.6,49.731,1
2906,61.8,23.4,4.1,1313.889646,6.3,27,12.5,95.472,1
2907,61.1,22.8,4.3,1738.8822,6.3,28,12.5,0.228,2
2908,63,22.3,4.8,185.793359,6.4,29,12.5,53.743,2
2909,59.2,21.7,5.6,1734.93612,6.5,29,12.3,56.203,3
2910,58.2,21.2,6.3,1644.619672,6.6,29,12,54.484,3
2911,58,2.7,6.8,1463.213573,6.7,30,11.8,6.669,1
2912,57.4,2.2,9.1,1139.11233,6.7,30,11.6,5.06,3
2913,55.7,19.7,11.9,1369.68249,6.8,31,11.4,41.764,2
2914,52.6,19.2,13.6,114.587985,6.9,32,11.1,39.936,3
2915,58,18.8,15.9,13.154199,7,33,10.9,42.3,3
2916,49.3,18.4,17,691.3178164,7.1,34,10.7,42.872,2
2917,47.9,18,17.6,53.2772217,7.2,36,10.5,44.28,3
2918,46.4,17.6,18.2,429.1583434,7.3,39,10.2,41.008,3
2919,45.5,17.3,18.4,377.135244,7.4,41,10,42.212,1
2920,44.6,17.1,18.6,378.2736238,7.4,43,9.8,44.631,2
2921,43.8,16.8,18.7,341.955625,7.5,44,9.6,44.016,2
2922,67,31.8,6.2,118.69383,5.6,22,10.3,129.744,3
2923,59.2,31.3,6.3,127.47462,5.9,23,10.3,203.45,3
2924,58,3.8,6.8,111.227396,6.2,25,10.4,24.282,1
2925,56.6,3.3,8.8,955.648466,6.5,26,9.8,20.097,2
2926,54.9,29.9,13.3,839.927936,6.8,28,10.1,179.4,3
2927,52.4,29.4,15.7,713.63562,7.1,29,10,153.174,2
2928,50,29,18.1,65.824121,7.5,30,9.9,134.56,2
2929,48.2,28.6,20.5,325.678573,7.8,30,9.7,101.816,3
2930,46.6,28.2,23.7,396.9982166,8.2,29,9.6,109.416,2
2931,45.4,27.9,26.8,414.796232,8.6,28,9.5,127.503,3
2932,44.6,27.5,30.3,444.76575,9,28,9.3,113.85,1
2933,44.3,27.1,33.6,454.366654,9.4,27,9.2,118.156,3
2934,44.5,26.7,36.7,453.3511552,9.8,26,9.5,108.402,3
2935,44.8,26.3,39.8,57.34834,1.2,25,10,116.509,1
2936,45.3,25.9,42.1,548.587312,1.6,25,9.8,44.548,3
2937,46,25.5,43.5,547.3588785,11,24,9.8,42.84,3
